brand;brands_id;model;models_id;market_price;year
OPEL;8;ASTRA;1225;210000;2012
OPEL;8;Corsa;13;210000;2013
OPEL;8;Corsa;13;210000;2013
OPEL;8;Corsa;13;210000;2013
OPEL;8;ASTRA;1225;210000;2013
OPEL;8;ASTRA;1225;210000;2013
OPEL;8;ASTRA;1225;210000;2013
OPEL;8;ASTRA;1225;210000;2013
OPEL;8;Corsa;13;210000;2013
OPEL;8;Corsa;13;210000;2013
OPEL;8;Corsa;13;210000;2013
OPEL;8;Astra H;38;210000;2013
OPEL;8;Corsa;13;210000;2013
OPEL;8;Corsa;13;210000;2013
OPEL;8;Corsa;13;210000;2013
OPEL;8;ASTRA;1225;210000;2011
OPEL;8;ASTRA;1225;210000;2013
OPEL;8;Corsa;13;210000;2013
OPEL;8;Corsa;13;210000;2013
OPEL;8;Zafira;40;210000;2011
OPEL;8;ASTRA;1225;210000;2012
OPEL;8;ASTRA;1225;210000;2013
OPEL;8;Corsa;13;210000;2013
OPEL;8;ASTRA;1225;210000;2012
NISSAN;9;Note;27;210000;2013
NISSAN;9;Micra;21;210000;2013
NISSAN;9;Note;27;210000;2013
NISSAN;9;Tiida;177;210000;2011
NISSAN;9;Qashqai;78;210000;2008
TOYOTA;11;Corolla;852;210000;2013
TOYOTA;11;Yaris;32;210000;2013
TOYOTA;11;Corolla;852;210000;2013
TOYOTA;11;Corolla;852;210000;2013
TOYOTA;11;Camry;66;210000;2008
TOYOTA;11;Corolla;852;210000;2003
TOYOTA;11;Corolla;852;210000;2012
KIA;28;Rio;749;210000;2011
KIA;28;Rio;749;210000;2013
KIA;28;Rio;749;210000;2013
KIA;28;Rio;749;210000;2013
KIA;28;Rio;749;210000;2013
KIA;28;Venga;1657;210000;2012
KIA;28;Venga;1657;210000;2012
KIA;28;Soul 1.6;2344;210000;2013
KIA;28;Soul;1034;210000;2013
KIA;28;Ceed;190;210000;2012
KIA;28;Rio;749;210000;2013
KIA;28;Rio;749;210000;2013
KIA;28;Rio;749;210000;2013
KIA;28;Rio;749;210000;2013
KIA;28;Rio;749;210000;2013
KIA;28;Rio;749;210000;2013
KIA;28;Rio;749;210000;2013
KIA;28;Venga;1657;210000;2012
KIA;28;Rio;749;210000;2013
KIA;28;Venga;1657;210000;2012
KIA;28;Rio;749;210000;2014
KIA;28;Rio;749;210000;2014
KIA;28;Cerato;194;210000;2012
KIA;28;Venga;1657;210000;2013
KIA;28;Soul;1034;210000;2012
KIA;28;Rio;749;210000;2013
KIA;28;Rio;749;210000;2013
KIA;28;Ceed;190;210000;2012
KIA;28;Rio;749;210000;2013
KIA;28;Rio;749;210000;2013
KIA;28;Picanto;747;210000;2012
KIA;28;Cerato;194;210000;2011
KIA;28;Rio;749;210000;2012
KIA;28;Rio;749;210000;2012
KIA;28;Rio;749;210000;2013
KIA;28;Rio;749;210000;2012
KIA;28;Rio;749;210000;2013
KIA;28;Soul;1034;210000;2012
KIA;28;Venga;1657;210000;2011
KIA;28;Rio;749;210000;2013
KIA;28;Rio;749;210000;2012
KIA;28;Venga;1657;210000;2011
KIA;28;Rio;749;210000;2012
CHEVROLET;6;Cruze;1284;209523;2013
CHEVROLET;6;Cruze;1284;209523;2013
KIA;28;Sportage;751;209510;2013
RENAULT;7;Logan;1076;209500;2014
KIA;28;Rio;749;209453;2013
KIA;28;Rio;749;209453;2013
KIA;28;Rio;749;209453;2013
KIA;28;Rio;749;209453;2013
CHEVROLET;6;AVEO;1320;209300;2014
TOYOTA;11;Corolla;852;209000;2013
KIA;28;Cerato;194;209000;2012
RENAULT;7;Logan;1076;208900;2014
OPEL;8;Corsa;13;208591;2013
OPEL;8;Corsa;13;208591;2013
OPEL;8;Corsa;13;208591;2013
KIA;28;Rio;749;208000;2013
KIA;28;Rio;749;208000;2013
KIA;28;Picanto;747;207320;2014
KIA;28;Ceed;190;206000;2012
KIA;28;Ceed;190;206000;2012
KIA;28;Venga;1657;205261;2012
KIA;28;Venga;1657;205261;2012
KIA;28;Venga;1657;205261;2012
CHEVROLET;6;Cruze;1284;205000;2013
CHEVROLET;6;Cruze;1284;205000;2013
CHEVROLET;6;Cruze;1284;205000;2013
CHEVROLET;6;Cruze;1284;205000;2013
CHEVROLET;6;Cruze;1284;205000;2013
CHEVROLET;6;ORLANDO;2080;205000;2011
CHEVROLET;6;Cruze;1284;205000;2013
CHEVROLET;6;Cruze;1284;205000;2013
CHEVROLET;6;Cruze;1284;205000;2013
CHEVROLET;6;Cruze;1284;205000;2013
CHEVROLET;6;Cruze;1284;205000;2013
CHEVROLET;6;Cruze 1.8;2186;205000;2013
CHEVROLET;6;Cruze;1284;205000;2011
CHEVROLET;6;Cruze;1284;205000;2013
CHEVROLET;6;Cruze;1284;205000;2013
CHEVROLET;6;Cruze;1284;205000;2013
CHEVROLET;6;Cruze;1284;205000;2013
CHEVROLET;6;Cruze;1284;205000;2013
CHEVROLET;6;Cruze;1284;205000;2013
CHEVROLET;6;Cruze;1284;205000;2013
CHEVROLET;6;Cruze;1284;205000;2013
CHEVROLET;6;Cruze;1284;205000;2013
CHEVROLET;6;Cruze;1284;205000;2013
CHEVROLET;6;Cruze;1284;205000;2013
CHEVROLET;6;Cruze;1284;205000;2013
CHEVROLET;6;Cruze;1284;205000;2013
CHEVROLET;6;AVEO;1320;205000;2014
CHEVROLET;6;ORLANDO;2080;205000;2011
CHEVROLET;6;Cruze;1284;205000;2013
CHEVROLET;6;Cruze;1284;205000;2013
CHEVROLET;6;Cruze;1284;205000;2013
CHEVROLET;6;Cruze;1284;205000;2013
CHEVROLET;6;Cruze;1284;205000;2013
CHEVROLET;6;Cruze;1284;205000;2012
OPEL;8;ASTRA;1225;205000;2012
OPEL;8;ASTRA;1225;205000;2013
OPEL;8;ASTRA;1225;205000;2012
OPEL;8;ASTRA 1.6;2123;205000;2013
OPEL;8;ASTRA;1225;205000;2013
OPEL;8;ASTRA;1225;205000;2013
OPEL;8;ASTRA;1225;205000;2013
OPEL;8;ASTRA 1.6;2123;205000;2013
OPEL;8;ASTRA;1225;205000;2012
OPEL;8;ASTRA;1225;205000;2012
NISSAN;9;Juke;2032;205000;2011
NISSAN;9;Juke;2032;205000;2013
NISSAN;9;Juke;2032;205000;2013
NISSAN;9;Note;27;205000;2013
NISSAN;9;Note;27;205000;2013
NISSAN;9;Juke;2032;205000;2013
NISSAN;9;Juke;2032;205000;2013
NISSAN;9;Juke;2032;205000;2013
TOYOTA;11;Yaris;32;205000;2013
KIA;28;Rio;749;205000;2012
KIA;28;Cerato;194;205000;2011
KIA;28;Rio;749;205000;2012
KIA;28;Rio;749;205000;2013
KIA;28;CEE`D;2237;205000;2013
KIA;28;Cerato;194;205000;2013
KIA;28;Rio;749;205000;2013
KIA;28;Cerato;194;205000;2013
KIA;28;Ceed;190;205000;2013
KIA;28;CERATO KOUP;1343;205000;2011
KIA;28;Soul;1034;205000;2012
KIA;28;Cerato;194;205000;2012
KIA;28;Cerato;194;205000;2012
KIA;28;Rio;749;205000;2013
KIA;28;Rio;749;205000;2012
KIA;28;Soul;1034;205000;2012
KIA;28;Rio;749;205000;2013
KIA;28;Rio;749;205000;2013
KIA;28;Soul;1034;205000;2012
KIA;28;CEE`D;2237;205000;2013
KIA;28;Cerato;194;205000;2013
KIA;28;Cerato;194;205000;2013
KIA;28;Cerato;194;205000;2011
KIA;28;CERATO KOUP;1343;205000;2011
KIA;28;Rio;749;205000;2013
KIA;28;Rio;749;205000;2012
KIA;28;Rio;749;205000;2012
KIA;28;Rio;749;205000;2013
CHEVROLET;6;AVEO;1320;204476;2012
KIA;28;Picanto;747;204400;2014
KIA;28;CEE`D;2237;202000;2013
KIA;28;CEE`D;2237;202000;2013
NISSAN;9;Micra;21;201670;2014
CHEVROLET;6;Lacetti;100;201000;2012
TOYOTA;11;Auris;99;201000;2012
KIA;28;Rio;749;200600;2014
CHEVROLET;6;Cruze;1284;200000;2012
CHEVROLET;6;Cruze;1284;200000;2012
CHEVROLET;6;Cruze;1284;200000;2012
CHEVROLET;6;Cruze;1284;200000;2012
CHEVROLET;6;Cruze;1284;200000;2012
CHEVROLET;6;Cruze;1284;200000;2012
CHEVROLET;6;Cruze;1284;200000;2012
CHEVROLET;6;Cruze;1284;200000;2012
CHEVROLET;6;Cruze;1284;200000;2012
CHEVROLET;6;Lacetti;100;200000;2012
CHEVROLET;6;Cruze;1284;200000;2013
CHEVROLET;6;Cruze 1.8;2186;200000;2013
CHEVROLET;6;Cruze;1284;200000;2012
CHEVROLET;6;Cruze;1284;200000;2012
CHEVROLET;6;Cruze;1284;200000;2012
CHEVROLET;6;Cruze;1284;200000;2012
CHEVROLET;6;Cruze;1284;200000;2012
CHEVROLET;6;Cruze 1.8;2186;200000;2012
CHEVROLET;6;Cruze;1284;200000;2012
CHEVROLET;6;Cruze;1284;200000;2012
CHEVROLET;6;Cruze;1284;200000;2012
CHEVROLET;6;Cruze;1284;200000;2012
CHEVROLET;6;Cruze;1284;200000;2012
CHEVROLET;6;Cruze;1284;200000;2014
CHEVROLET;6;Cruze;1284;200000;2012
CHEVROLET;6;Lacetti;100;200000;2012
CHEVROLET;6;Cruze;1284;200000;2012
CHEVROLET;6;Cruze 1.8;2186;200000;2013
CHEVROLET;6;Cruze;1284;200000;2012
CHEVROLET;6;Cruze;1284;200000;2011
CHEVROLET;6;Cruze;1284;200000;2012
CHEVROLET;6;AVEO;1320;200000;2012
CHEVROLET;6;EPICA;1879;200000;2006
CHEVROLET;6;AVEO;1320;200000;2012
CHEVROLET;6;AVEO;1320;200000;2012
CHEVROLET;6;AVEO;1320;200000;2012
CHEVROLET;6;AVEO;1320;200000;2012
CHEVROLET;6;AVEO;1320;200000;2012
CHEVROLET;6;AVEO;1320;200000;2012
OPEL;8;ASTRA;1225;200000;2013
OPEL;8;ASTRA;1225;200000;2012
OPEL;8;ASTRA;1225;200000;2012
OPEL;8;ASTRA;1225;200000;2012
OPEL;8;Astra Classic;12;200000;2013
OPEL;8;ASTRA 1.6;2123;200000;2012
OPEL;8;ASTRA 1.6 I;2564;200000;2012
OPEL;8;ASTRA;1225;200000;2012
NISSAN;9;Qashqai;78;200000;2008
NISSAN;9;Tiida;177;200000;2013
NISSAN;9;Juke;2032;200000;2012
NISSAN;9;Micra;21;200000;2013
NISSAN;9;Qashqai;78;200000;2008
NISSAN;9;Micra;21;200000;2013
TOYOTA;11;Yaris;32;200000;2012
TOYOTA;11;Corolla;852;200000;2013
TOYOTA;11;Corolla;852;200000;2014
TOYOTA;11;Corolla;852;200000;2013
TOYOTA;11;Corolla;852;200000;2011
KIA;28;Venga;1657;200000;2010
KIA;28;Soul;1034;200000;2012
KIA;28;Ceed;190;200000;2012
KIA;28;Soul;1034;200000;2012
KIA;28;Rio;749;200000;2013
KIA;28;Soul;1034;200000;2013
KIA;28;Soul;1034;200000;2013
KIA;28;Cerato;194;200000;2013
KIA;28;Soul;1034;200000;2012
KIA;28;Picanto;747;200000;2012
KIA;28;Rio;749;200000;2012
KIA;28;Rio;749;200000;2012
KIA;28;Soul;1034;200000;2012
KIA;28;Rio;749;200000;2013
KIA;28;Rio;749;200000;2013
KIA;28;Venga;1657;200000;2010
KIA;28;Soul;1034;200000;2013
KIA;28;CEE`D;2237;200000;2013
KIA;28;Rio;749;200000;2012
KIA;28;Rio;749;200000;2013
KIA;28;Rio;749;200000;2012
KIA;28;Cerato;194;200000;2011
KIA;28;Rio;749;200000;2012
KIA;28;Rio;749;200000;2012
KIA;28;Picanto;747;200000;2012
KIA;28;Rio;749;200000;2013
KIA;28;Rio;749;200000;2010
KIA;28;Rio;749;200000;2012
KIA;28;Picanto;747;200000;2013
KIA;28;Rio;749;200000;2012
KIA;28;Rio;749;200000;2012
KIA;28;Rio;749;200000;2012
KIA;28;Soul;1034;200000;2011
KIA;28;Rio;749;198685;2013
KIA;28;Rio;749;198685;2013
KIA;28;Soul;1034;197000;2012
KIA;28;Rio;749;197000;2014
CHEVROLET;6;Cruze;1284;195000;2012
CHEVROLET;6;Cruze;1284;195000;2012
CHEVROLET;6;Cruze;1284;195000;2012
CHEVROLET;6;Cruze;1284;195000;2013
CHEVROLET;6;Cruze;1284;195000;2012
CHEVROLET;6;Cruze;1284;195000;2013
CHEVROLET;6;Cruze;1284;195000;2013
CHEVROLET;6;Cruze;1284;195000;2012
CHEVROLET;6;Cruze;1284;195000;2013
CHEVROLET;6;Cruze;1284;195000;2013
CHEVROLET;6;AVEO;1320;195000;2012
OPEL;8;Corsa;13;195000;2013
OPEL;8;Corsa;13;195000;2013
OPEL;8;Corsa;13;195000;2013
OPEL;8;ASTRA;1225;195000;2014
OPEL;8;ASTRA;1225;195000;2014
OPEL;8;ASTRA;1225;195000;2013
OPEL;8;Corsa;13;195000;2012
TOYOTA;11;Corolla;852;195000;2013
TOYOTA;11;Corolla;852;195000;2013
TOYOTA;11;Corolla;852;195000;2013
TOYOTA;11;Auris;99;195000;2013
TOYOTA;11;Corolla;852;195000;2011
TOYOTA;11;Corolla;852;195000;2013
KIA;28;Rio;749;195000;2013
KIA;28;Rio;749;195000;2013
KIA;28;Rio;749;195000;2013
KIA;28;Rio;749;195000;2013
KIA;28;Rio;749;195000;2013
KIA;28;Rio;749;195000;2013
KIA;28;Cerato;194;195000;2013
KIA;28;Rio;749;195000;2012
KIA;28;Rio;749;195000;2013
KIA;28;Rio;749;195000;2013
KIA;28;Rio;749;195000;2013
KIA;28;Ceed;190;195000;2013
KIA;28;Ceed;190;195000;2013
KIA;28;Rio;749;195000;2013
KIA;28;Rio;749;195000;2013
KIA;28;Rio;749;195000;2013
KIA;28;Rio;749;195000;2013
KIA;28;Rio;749;195000;2013
KIA;28;Rio;749;195000;2012
KIA;28;Rio;749;195000;2013
KIA;28;Rio;749;195000;2013
KIA;28;Cerato;194;195000;2011
KIA;28;Cerato;194;195000;2013
KIA;28;Rio;749;195000;2012
KIA;28;CEE`D;2237;195000;2013
KIA;28;Rio;749;195000;2012
NISSAN;9;Micra;21;192970;2014
CHEVROLET;6;Cruze;1284;192000;2013
CHEVROLET;6;Cruze;1284;192000;2013
CHEVROLET;6;Cruze;1284;192000;2013
CHEVROLET;6;Cruze;1284;192000;2013
CHEVROLET;6;Cruze;1284;192000;2013
CHEVROLET;6;Cruze;1284;192000;2013
CHEVROLET;6;Cruze;1284;192000;2013
KIA;28;Optima;2171;192000;2011
KIA;28;Rio;749;192000;2012
KIA;28;Rio;749;191415;2013
KIA;28;Rio;749;191415;2013
KIA;28;Rio;749;191100;2013
KIA;28;Rio;749;191100;2013
TOYOTA;11;Corolla;852;191000;2013
TOYOTA;11;Corolla;852;191000;2013
CHEVROLET;6;Cruze;1284;190000;2011
CHEVROLET;6;Cruze;1284;190000;2012
CHEVROLET;6;Cruze;1284;190000;2012
CHEVROLET;6;Cruze;1284;190000;2012
CHEVROLET;6;AVEO;1320;190000;2014
CHEVROLET;6;AVEO;1320;190000;2014
CHEVROLET;6;AVEO;1320;190000;2014
CHEVROLET;6;Cruze;1284;190000;2012
CHEVROLET;6;AVEO;1320;190000;2014
CHEVROLET;6;AVEO;1320;190000;2014
CHEVROLET;6;Cruze;1284;190000;2012
CHEVROLET;6;AVEO;1320;190000;2014
CHEVROLET;6;Cruze;1284;190000;2010
CHEVROLET;6;AVEO;1320;190000;2014
CHEVROLET;6;Cruze;1284;190000;2012
CHEVROLET;6;AVEO;1320;190000;2014
CHEVROLET;6;AVEO;1320;190000;2014
CHEVROLET;6;AVEO;1320;190000;2014
CHEVROLET;6;Cruze;1284;190000;2012
CHEVROLET;6;Cruze;1284;190000;2012
CHEVROLET;6;Cruze;1284;190000;2012
CHEVROLET;6;Cruze;1284;190000;2012
CHEVROLET;6;Cruze;1284;190000;2011
CHEVROLET;6;Cruze;1284;190000;2011
CHEVROLET;6;Cruze;1284;190000;2012
CHEVROLET;6;Lacetti;100;190000;2012
CHEVROLET;6;Lacetti;100;190000;2012
CHEVROLET;6;Lacetti;100;190000;2012
CHEVROLET;6;Lacetti;100;190000;2012
CHEVROLET;6;Lacetti;100;190000;2012
CHEVROLET;6;Lacetti;100;190000;2012
CHEVROLET;6;Lacetti;100;190000;2012
CHEVROLET;6;Lacetti;100;190000;2012
CHEVROLET;6;Lacetti;100;190000;2012
CHEVROLET;6;Lacetti;100;190000;2012
CHEVROLET;6;Lacetti;100;190000;2012
CHEVROLET;6;Lacetti;100;190000;2012
RENAULT;7;Logan;1076;190000;2014
OPEL;8;ASTRA;1225;190000;2013
OPEL;8;Corsa;13;190000;2013
OPEL;8;ASTRA;1225;190000;2013
OPEL;8;ASTRA;1225;190000;2012
OPEL;8;Astra H;38;190000;2008
OPEL;8;Corsa;13;190000;2013
OPEL;8;ASTRA;1225;190000;2013
OPEL;8;ASTRA;1225;190000;2013
OPEL;8;ASTRA;1225;190000;2012
OPEL;8;Astra H;38;190000;2008
OPEL;8;ASTRA;1225;190000;2012
OPEL;8;Vectra;37;190000;2008
OPEL;8;Vectra;37;190000;2008
OPEL;8;ASTRA;1225;190000;2011
NISSAN;9;Note;27;190000;2013
NISSAN;9;Note;27;190000;2013
TOYOTA;11;Corolla;852;190000;2012
TOYOTA;11;Corolla;852;190000;2013
KIA;28;Rio;749;190000;2012
KIA;28;Rio;749;190000;2012
KIA;28;Rio;749;190000;2012
KIA;28;Rio;749;190000;2013
KIA;28;Soul;1034;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Soul;1034;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Soul;1034;190000;2013
KIA;28;Soul;1034;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Soul;1034;190000;2013
KIA;28;Soul;1034;190000;2013
KIA;28;Rio;749;190000;2012
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Soul;1034;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Soul;1034;190000;2013
KIA;28;RIO СПГ;3035;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Soul;1034;190000;2013
KIA;28;Carens;743;190000;2010
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Soul;1034;190000;2013
KIA;28;Soul;1034;190000;2013
KIA;28;Soul;1034;190000;2013
KIA;28;Cerato;194;190000;2011
KIA;28;Cerato;194;190000;2011
KIA;28;Cerato;194;190000;2011
KIA;28;Rio;749;190000;2012
KIA;28;Rio;749;190000;2013
KIA;28;Soul;1034;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2012
KIA;28;CEE`D;2237;190000;2013
KIA;28;Rio;749;190000;2012
KIA;28;Soul;1034;190000;2013
KIA;28;Soul;1034;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Soul;1034;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Soul;1034;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Soul;1034;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Soul;1034;190000;2013
KIA;28;Soul;1034;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2011
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;Rio;749;190000;2013
KIA;28;CEE`D;2237;190000;2011
KIA;28;Rio;749;190000;2012
KIA;28;Cerato;194;190000;2011
KIA;28;Cerato;194;190000;2011
CHEVROLET;6;AVEO;1320;189800;2014
KIA;28;Picanto;747;189800;2014
KIA;28;Picanto;747;189800;2014
KIA;28;Picanto;747;189800;2014
NISSAN;9;Micra;21;189160;2014
KIA;28;Picanto;747;189000;2014
CHEVROLET;6;Cruze;1284;187000;2012
KIA;28;Rio;749;186278;2013
KIA;28;Rio;749;186278;2013
NISSAN;9;Micra;21;186020;2014
RENAULT;7;Logan MCV;1551;185384;2014
CHEVROLET;6;Cruze;1284;185000;2011
CHEVROLET;6;Cruze;1284;185000;2013
CHEVROLET;6;Cruze;1284;185000;2013
CHEVROLET;6;AVEO;1320;185000;2013
CHEVROLET;6;Cruze;1284;185000;2011
CHEVROLET;6;Cruze;1284;185000;2013
CHEVROLET;6;Cruze;1284;185000;2011
CHEVROLET;6;Cruze;1284;185000;2013
CHEVROLET;6;AVEO;1320;185000;2013
CHEVROLET;6;AVEO;1320;185000;2013
CHEVROLET;6;Lacetti;100;185000;2012
CHEVROLET;6;Lacetti;100;185000;2012
CHEVROLET;6;Lacetti;100;185000;2012
CHEVROLET;6;Lacetti;100;185000;2012
CHEVROLET;6;Lacetti;100;185000;2012
CHEVROLET;6;Lacetti;100;185000;2012
CHEVROLET;6;Lacetti;100;185000;2012
OPEL;8;Corsa;13;185000;2013
OPEL;8;ASTRA;1225;185000;2013
OPEL;8;ASTRA;1225;185000;2012
OPEL;8;ASTRA;1225;185000;2013
OPEL;8;ASTRA;1225;185000;2013
OPEL;8;Corsa;13;185000;2013
NISSAN;9;Micra;21;185000;2013
KIA;28;Rio;749;185000;2012
KIA;28;Rio;749;185000;2012
KIA;28;Rio;749;185000;2012
KIA;28;Rio;749;185000;2012
KIA;28;Rio;749;185000;2013
KIA;28;Rio;749;185000;2013
KIA;28;Rio;749;185000;2013
KIA;28;Rio;749;185000;2013
KIA;28;Rio;749;185000;2013
KIA;28;Rio;749;185000;2013
KIA;28;Rio;749;185000;2013
KIA;28;Rio;749;185000;2013
KIA;28;Rio;749;185000;2013
KIA;28;Rio;749;185000;2013
KIA;28;Soul;1034;185000;2011
KIA;28;Rio;749;185000;2013
KIA;28;Rio;749;185000;2013
KIA;28;Rio;749;185000;2012
KIA;28;Rio;749;185000;2013
KIA;28;Rio;749;185000;2013
KIA;28;Rio;749;185000;2012
KIA;28;Rio;749;185000;2013
KIA;28;CEE`D;2237;185000;2012
KIA;28;Rio;749;185000;2012
KIA;28;Rio;749;185000;2013
KIA;28;Rio;749;185000;2013
KIA;28;Rio;749;185000;2013
KIA;28;Rio;749;185000;2012
KIA;28;Rio;749;185000;2012
KIA;28;Rio;749;185000;2012
KIA;28;Cerato;194;185000;2011
KIA;28;Rio;749;185000;2013
KIA;28;Rio;749;185000;2013
KIA;28;Rio;749;185000;2013
KIA;28;Rio;749;185000;2012
KIA;28;Rio;749;185000;2013
KIA;28;Rio;749;185000;2013
KIA;28;Rio;749;185000;2013
KIA;28;Rio;749;185000;2013
KIA;28;Rio;749;185000;2013
KIA;28;Rio;749;185000;2013
KIA;28;Rio;749;185000;2013
KIA;28;Rio;749;184227;2013
KIA;28;Rio;749;184227;2013
CHEVROLET;6;Cruze;1284;184000;2013
OPEL;8;ASTRA;1225;183000;2012
OPEL;8;ASTRA;1225;183000;2012
TOYOTA;11;Corolla;852;183000;2013
KIA;28;Rio;749;183000;2013
KIA;28;Rio;749;183000;2013
KIA;28;Rio;749;183000;2013
KIA;28;Rio;749;183000;2013
KIA;28;Cerato;194;181000;2011
CHEVROLET;6;AVEO;1320;180000;2012
CHEVROLET;6;Cruze;1284;180000;2012
CHEVROLET;6;AVEO;1320;180000;2013
CHEVROLET;6;AVEO;1320;180000;2012
CHEVROLET;6;Cruze;1284;180000;2012
CHEVROLET;6;Cruze;1284;180000;2012
CHEVROLET;6;AVEO;1320;180000;2013
CHEVROLET;6;AVEO;1320;180000;2012
CHEVROLET;6;AVEO;1320;180000;2013
CHEVROLET;6;Cruze;1284;180000;2012
CHEVROLET;6;Lacetti;100;180000;2012
CHEVROLET;6;Lacetti;100;180000;2012
CHEVROLET;6;Lacetti;100;180000;2012
CHEVROLET;6;Lacetti;100;180000;2012
CHEVROLET;6;Lacetti;100;180000;2012
CHEVROLET;6;Lacetti;100;180000;2012
CHEVROLET;6;Lacetti;100;180000;2012
CHEVROLET;6;Lacetti;100;180000;2012
CHEVROLET;6;Lacetti;100;180000;2012
CHEVROLET;6;Lacetti;100;180000;2012
CHEVROLET;6;Lacetti;100;180000;2012
CHEVROLET;6;Lacetti;100;180000;2012
CHEVROLET;6;Lacetti;100;180000;2012
CHEVROLET;6;Lacetti;100;180000;2012
CHEVROLET;6;Lacetti;100;180000;2012
CHEVROLET;6;Lacetti;100;180000;2012
CHEVROLET;6;Lacetti;100;180000;2012
CHEVROLET;6;Lacetti;100;180000;2012
CHEVROLET;6;Lacetti;100;180000;2012
CHEVROLET;6;AVEO;1320;180000;2012
CHEVROLET;6;Lacetti;100;180000;2012
CHEVROLET;6;Lacetti;100;180000;2012
CHEVROLET;6;Lacetti;100;180000;2012
CHEVROLET;6;Lacetti;100;180000;2012
CHEVROLET;6;Lacetti;100;180000;2012
CHEVROLET;6;Lacetti;100;180000;2012
CHEVROLET;6;Lacetti;100;180000;2012
CHEVROLET;6;Lacetti;100;180000;2012
CHEVROLET;6;Lacetti;100;180000;2012
CHEVROLET;6;Lacetti;100;180000;2012
CHEVROLET;6;Lacetti;100;180000;2012
RENAULT;7;Logan;1076;180000;2013
OPEL;8;ASTRA;1225;180000;2012
OPEL;8;ASTRA;1225;180000;2012
OPEL;8;ASTRA;1225;180000;2012
OPEL;8;Astra H;38;180000;2012
OPEL;8;ASTRA;1225;180000;2012
OPEL;8;ASTRA;1225;180000;2013
OPEL;8;ASTRA;1225;180000;2013
OPEL;8;ASTRA;1225;180000;2013
OPEL;8;Corsa;13;180000;2013
OPEL;8;ASTRA;1225;180000;2012
OPEL;8;Astra Classic;12;180000;2013
OPEL;8;ASTRA;1225;180000;2013
OPEL;8;Corsa;13;180000;2012
OPEL;8;ASTRA;1225;180000;2012
OPEL;8;ASTRA;1225;180000;2013
OPEL;8;ASTRA;1225;180000;2013
OPEL;8;ASTRA;1225;180000;2013
OPEL;8;ASTRA;1225;180000;2013
OPEL;8;Astra H;38;180000;2013
OPEL;8;ASTRA;1225;180000;2013
OPEL;8;ASTRA;1225;180000;2013
OPEL;8;ASTRA;1225;180000;2013
OPEL;8;ASTRA;1225;180000;2013
OPEL;8;ASTRA;1225;180000;2013
OPEL;8;Astra Classic;12;180000;2013
OPEL;8;ASTRA;1225;180000;2013
OPEL;8;ASTRA;1225;180000;2013
OPEL;8;ASTRA;1225;180000;2013
OPEL;8;ASTRA;1225;180000;2013
OPEL;8;ASTRA;1225;180000;2013
OPEL;8;ASTRA;1225;180000;2013
OPEL;8;Astra Classic;12;180000;2013
OPEL;8;ASTRA;1225;180000;2013
OPEL;8;Corsa;13;180000;2013
OPEL;8;ASTRA;1225;180000;2013
OPEL;8;Astra Classic;12;180000;2013
OPEL;8;Astra H;38;180000;2012
OPEL;8;ASTRA;1225;180000;2012
OPEL;8;ASTRA 1.6;2123;180000;2013
OPEL;8;ASTRA;1225;180000;2012
OPEL;8;Corsa;13;180000;2012
OPEL;8;Astra Classic;12;180000;2011
OPEL;8;Corsa;13;180000;2009
